Agent,Prior,Target,Score,SMILES,SMILES_state,Input_Scaffold,R-groups,Scaffold,DENV_Activity,DENV_Activity (raw),Stereo_Centers,Stereo_Centers (raw),QED,QED (raw),SA,SA (raw),MW,MW (raw),Heavy_Atoms,Heavy_Atoms (raw),LogP,LogP (raw),TPSA,TPSA (raw),HBA,HBA (raw),HBD,HBD (raw),Rotatable_Bonds,Rotatable_Bonds (raw),Ring_Count,Ring_Count (raw),Aromatic_Rings,Aromatic_Rings (raw),Stability_Alerts,Stability_Alerts (raw),Toxicity_Alerts,Toxicity_Alerts (raw),PAINS_Filter,PAINS_Filter (raw),Metabolic_Stability,Metabolic_Stability (raw),matchting_patterns (Stability_Alerts),matchting_patterns (Toxicity_Alerts),matchting_patterns (PAINS_Filter),matchting_patterns (Metabolic_Stability),step,IC50_nM
13.8021,31.4932,71.0303,0.6834904,O=C(NC(=O)N1CCC1)C1CC(c2cccs2)N(CC2CCNCC2)C1c1ccccc1,1,c1ccsc1C1N([*])C(c2ccccc2)C(C(=O)N[*])C1,C1CNCCC1C*|C(*)(N1CCC1)=O,O=C(NC(=O)N1CCC1)C1CC(c2cccs2)N(CC2CCNCC2)C1c1ccccc1,0.8775,8.038,1e-05,3.0,0.724488,0.7245,0.104992,3.7735,0.9997932,452.624,0.9653086,32.0,0.9961441,3.7939,0.9999983,64.68,0.5,5.0,0.5,2.0,0.3453354,5.0,0.0031523,5.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],161,9.162204901219992
12.5605,19.1664,83.3427,0.6833941,O=C(NCC1CCNCC1)C1CC(c2ccccc2)N(CC2CC2)C1c1cccnc1,1,c1ccccc1C1N([*])C(c2cccnc2)C(C(=O)N[*])C1,C1CC1C*|C1CNCCC1C*,O=C(NCC1CCNCC1)C1CC(c2ccccc2)N(CC2CC2)C1c1cccnc1,0.8501514,8.1519,1e-05,3.0,0.7197225,0.7197,0.1689959,3.6391,0.999939,418.585,0.9653086,31.0,0.9973561,3.7117,0.9999714,57.26,0.8720069,4.0,0.5,2.0,0.0392398,7.0,0.0031523,5.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],1412,7.048553492252099
12.6784,26.0494,76.4059,0.6830352,CN1CCCC(NC(=O)C2CC(c3ccccc3)N(C3CCNCC3)C2c2cccnc2)CC1,1,c1ccccc1C1N([*])C(c2cccnc2)C(C(=O)N[*])C1,C1CNCCC1*|C1CC(*)CCCN1C,O=C(NC1CCCNCC1)C1CC(c2ccccc2)N(C2CCNCC2)C1c1cccnc1,0.8829997,8.0125,0.0,4.0,0.713343,0.7133,0.088494,3.8197,0.9996523,461.654,0.9434421,34.0,0.998808,3.5384,0.9999918,60.5,0.5,5.0,0.5,2.0,0.3453354,5.0,0.0031523,5.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],165,9.716279515771078
14.572,25.0114,77.4055,0.6827797,CC(=O)N1C(c2cccnc2)CC(C(=O)NCCC2CCNCC2)C1c1ccncc1,1,c1ccncc1C1N([*])C(c2ccncc2)C(C(=O)N[*])C1,*C(=O)C|C1CNCCC1CC*,O=C(NCCC1CCNCC1)C1CC(c2cccnc2)NC1c1ccncc1,0.8756545,8.0463,1e-05,3.0,0.7487826,0.7488,0.1263164,3.7224,0.9999485,421.545,0.9653086,31.0,0.9999459,2.6333,0.9999965,87.22,0.5,5.0,0.5,2.0,0.1279931,6.0,0.1279931,4.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],681,8.988764451709068
14.5322,25.2563,77.1397,0.68264,CC(=O)NC(=O)C1CC(c2ccccc2)N(C(=O)CCC2CCNCC2)C1c1cccnc1,1,c1ccccc1C1N([*])C(c2cccnc2)C(C(=O)N[*])C1,C1CNCCC1CCC(=O)*|*C(C)=O,O=C(CCC1CCNCC1)N1C(c2ccccc2)CCC1c1cccnc1,0.87894,8.0314,1e-05,3.0,0.7084243,0.7084,0.1368453,3.6999,0.9998363,448.567,0.955643,33.0,0.9997959,3.155,0.9999829,91.4,0.5,5.0,0.5,2.0,0.1279931,6.0,0.1279931,4.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],670,9.302506882321287
17.6693,40.3562,62.039,0.6826345,O=C(NCC1CCNC1)C1CC(c2cccnc2)N(C(=O)N2CCC2)C1c1ccncc1,1,c1ccncc1C1N([*])C(c2ccncc2)C(C(=O)N[*])C1,N1(C(=O)*)CCC1|C1C(C*)CCN1,O=C(NCC1CCNC1)C1CC(c2cccnc2)N(C(=O)N2CCC2)C1c1ccncc1,0.8808988,8.0224,0.0,4.0,0.7525162,0.7525,0.0539507,3.9497,0.999927,434.544,0.9653086,32.0,0.9994566,2.1323,0.9999881,90.46,0.5,5.0,0.5,2.0,0.3453354,5.0,0.0031523,5.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],233,9.497296573624244
17.3432,28.476,73.8758,0.6823454,O=C(CC1CC1)NC(=O)C1CC(c2ccccc2)N(C2CCNCC2)C1c1cccnc1,1,c1ccccc1C1N([*])C(c2cccnc2)C(C(=O)N[*])C1,C1C(*)CCNC1|C1C(CC(*)=O)C1,O=C(CC1CC1)NC(=O)C1CC(c2ccccc2)N(C2CCNCC2)C1c1cccnc1,0.8852218,8.0019,1e-05,3.0,0.7320865,0.7321,0.1232432,3.7293,0.9999348,432.568,0.9653086,32.0,0.9994228,3.3808,1.0,74.33,0.5,5.0,0.5,2.0,0.1279931,6.0,0.0031523,5.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],518,9.956346443087927
19.4137,26.7523,75.3092,0.6804095,O=C(NC1CC1)C1CC(c2cccnc2)N(CC2CCNCC2)C1c1ccncc1,1,c1ccncc1C1N([*])C(c2ccncc2)C(C(=O)N[*])C1,C(C1CCNCC1)*|C1C(*)C1,O=C(NC1CC1)C1CC(c2cccnc2)N(CC2CCNCC2)C1c1ccncc1,0.8805258,8.0241,1e-05,3.0,0.773416,0.7734,0.1075811,3.7668,0.9998708,405.546,0.9556429,30.0,0.9999477,2.8591,0.9999998,70.15,0.5,5.0,0.5,2.0,0.1279931,6.0,0.0031523,5.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],560,9.460193072899116
17.1148,24.0819,77.9573,0.6802611,CC(=O)N1C(c2cccnc2)CC(C(=O)NCC2CCNCC2)C1c1ccncc1,1,c1ccncc1C1N([*])C(c2ccncc2)C(C(=O)N[*])C1,O=C(*)C|C1(C*)CCNCC1,O=C(NCC1CCNCC1)C1CC(c2cccnc2)NC1c1ccncc1,0.8507529,8.1496,1e-05,3.0,0.7938236,0.7938,0.1352187,3.7033,0.9998846,407.518,0.9556429,30.0,0.9996738,2.2432,0.9999965,87.22,0.5,5.0,0.5,2.0,0.3453354,5.0,0.1279931,4.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],271,7.085981269167699
20.9935,30.3337,71.693,0.6801781,CN1CCCC1C(=O)N1C(c2ccccc2)CC(C(=O)NC2CCNCC2)C1c1cccs1,1,c1ccccc1C1N([*])C(c2cccs2)C(C(=O)N[*])C1,C1CN(C)C(C(=O)*)C1|N1CCC(*)CC1,O=C(NC1CCNCC1)C1CC(c2ccccc2)N(C(=O)C2CCCN2)C1c1cccs1,0.8796254,8.0283,0.0,4.0,0.7095078,0.7095,0.0618256,3.9144,0.9995365,466.651,0.955643,33.0,0.9995185,3.3414,0.9999983,64.68,0.5,5.0,0.5,2.0,0.3453354,5.0,0.0031523,5.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],929,9.369145856727323
17.7008,27.4424,74.5721,0.6800963,CCN1C(c2cccnc2)CC(C(=O)NCC2CCNC2)C1c1ccncc1,1,c1ccncc1C1N([*])C(c2ccncc2)C(C(=O)N[*])C1,C(C)*|*CC1CNCC1,O=C(NCC1CCNC1)C1CC(c2cccnc2)NC1c1ccncc1,0.8796229,8.0283,0.0,4.0,0.8061409,0.8061,0.061703,3.9149,0.9994218,379.508,0.9281377,28.0,0.9997777,2.3265,0.9999998,70.15,0.5,5.0,0.5,2.0,0.1279931,6.0,0.1279931,4.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],207,9.369145856727323
9.8335,14.6075,87.3986,0.6800404,CN1C(c2cccnc2)CC(C(=O)NCC2CCNCC2)C1c1ccncc1,1,c1ccncc1C1N([*])C(c2ccncc2)C(C(=O)N[*])C1,*C|C1CNCCC1C*,O=C(NCC1CCNCC1)C1CC(c2cccnc2)NC1c1ccncc1,0.8456018,8.1692,1e-05,3.0,0.8344096,0.8344,0.1611534,3.653,0.9994218,379.508,0.9281377,28.0,0.9997777,2.3265,0.9999998,70.15,0.5,5.0,0.5,2.0,0.3453354,5.0,0.1279931,4.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],158,6.773295140086069
19.4356,30.8943,71.1024,0.679978,CN1CCCC1C(=O)N1C(c2cccnc2)CC(C(=O)NC2CCNCC2)C1c1ccccc1,1,c1ccncc1C1N([*])C(c2ccccc2)C(C(=O)N[*])C1,N1(C)CCCC1C(*)=O|C1C(*)CCNC1,O=C(NC1CCNCC1)C1CC(c2cccnc2)N(C(=O)C2CCCN2)C1c1ccccc1,0.878123,8.0352,0.0,4.0,0.7160156,0.716,0.0735756,3.8688,0.9996532,461.61,0.9434421,34.0,0.9999553,2.6749,0.9999999,77.57,0.5,5.0,0.5,2.0,0.3453354,5.0,0.0031523,5.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],818,9.221466651242649
14.7464,30.0433,71.9497,0.679953,CC1CC1N1C(c2ccccc2)CC(C(=O)NCC2CCNCC2)C1c1ccccn1,1,c1ccccc1C1N([*])C(c2ncccc2)C(C(=O)N[*])C1,C1(C)CC1*|C1CNCCC1C*,O=C(NCC1CCNCC1)C1CC(c2ccccc2)N(C2CC2)C1c1ccccn1,0.8529465,8.1411,0.0,5.0,0.7509218,0.7509,0.0508612,3.9649,0.999939,418.585,0.9653086,31.0,0.9973754,3.7101,0.9999714,57.26,0.8720069,4.0,0.5,2.0,0.1279931,6.0,0.0031523,5.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],181,7.226033988634153
14.9187,39.6675,62.2591,0.6795109,CN1C(c2ccccc2)CC(C(=O)NC2CN(CC3CCNC3)C2)C1c1ccncc1,1,c1ccccc1C1N([*])C(c2ccncc2)C(C(=O)N[*])C1,C*|C1(*)CN(CC2CNCC2)C1,O=C(NC1CN(CC2CCNC2)C1)C1CC(c2ccccc2)NC1c1ccncc1,0.8835363,8.01,0.0,4.0,0.7520054,0.752,0.0824451,3.8386,0.9999424,419.573,0.9653086,31.0,0.9996463,2.2256,0.9999918,60.5,0.5,5.0,0.5,2.0,0.1279931,6.0,0.0031523,5.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],2047,9.772372209558112
12.8333,33.6343,68.2613,0.6793039,CNC(=O)C1CC(c2cccs2)N(C(=O)C2CCCN2C2CCNCC2)C1c1ccccc1,1,c1ccsc1C1N([*])C(c2ccccc2)C(C(=O)N[*])C1,C1CNCCC1N1CCCC1C(=O)*|C*,O=C(C1CCCN1C1CCNCC1)N1C(c2ccccc2)CCC1c1cccs1,0.879861,8.0272,0.0,4.0,0.7095078,0.7095,0.0484357,3.9775,0.9995365,466.651,0.955643,33.0,0.9995185,3.3414,0.9999983,64.68,0.5,5.0,0.5,2.0,0.3453354,5.0,0.0031523,5.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],165,9.392906516183979
15.0859,27.2866,74.2476,0.6768948,O=C(NC1CSC1)C1CC(c2ccccc2)N(CC2CCNCC2)C1c1ccccn1,1,c1ccccc1C1N([*])C(c2ncccc2)C(C(=O)N[*])C1,C(*)C1CCNCC1|S1CC(*)C1,O=C(NC1CSC1)C1CC(c2ccccc2)N(CC2CCNCC2)C1c1ccccn1,0.8811347,8.0213,1e-05,3.0,0.7267834,0.7268,0.0763654,3.859,0.9999177,436.625,0.9653086,31.0,0.9993178,3.4171,0.9999714,57.26,0.5,5.0,0.5,2.0,0.1279931,6.0,0.0031523,5.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],1871,9.521382230214028
22.1035,35.5334,65.9833,0.6767776,O=C(NC1COC1)C1CC(c2ccccc2)N(CC2CCCNCC2)C1c1ccncc1,1,c1ccccc1C1N([*])C(c2ccncc2)C(C(=O)N[*])C1,C1(C*)CCNCCC1|O1CC(*)C1,O=C(NC1COC1)C1CC(c2ccccc2)N(CC2CCCNCC2)C1c1ccncc1,0.8825556,8.0146,0.0,4.0,0.7314828,0.7315,0.063088,3.9091,0.9999268,434.584,0.9653086,32.0,0.9998482,3.0906,0.9999992,66.49,0.5,5.0,0.5,2.0,0.1279931,6.0,0.0031523,5.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],203,9.669410546091221
19.2403,28.8052,72.6516,0.6763786,O=C(NCC1CCNCC1)C1CC(c2ccccc2)N(C(=O)N2CCOCC2)C1c1ccco1,1,c1ccccc1C1N([*])C(c2ccco2)C(C(=O)N[*])C1,N1(C(=O)*)CCOCC1|C1C(C*)CCNC1,O=C(NCC1CCNCC1)C1CC(c2ccccc2)N(C(=O)N2CCOCC2)C1c1ccco1,0.8648437,8.0931,1e-05,3.0,0.7076437,0.7076,0.1090879,3.763,0.9995383,466.582,0.9434421,34.0,0.9999199,2.9519,0.9999968,87.05,0.5,5.0,0.5,2.0,0.3453354,5.0,0.0031523,5.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],162,8.070491789118664
15.0464,28.6946,72.6606,0.6757014,O=C(NCC1CCNC1)C1CC(c2cccnc2)N(C(=O)C2CCCC2)C1c1ccncc1,1,c1ccncc1C1N([*])C(c2ccncc2)C(C(=O)N[*])C1,C1CC(C(=O)*)CC1|C1NCCC1C*,O=C(NCC1CCNC1)C1CC(c2cccnc2)N(C(=O)C2CCCC2)C1c1ccncc1,0.8833334,8.0109,0.0,4.0,0.7108622,0.7109,0.0638405,3.906,0.9998453,447.583,0.955643,33.0,0.9998887,3.0234,0.9999965,87.22,0.5,5.0,0.5,2.0,0.1279931,6.0,0.0031523,5.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],197,9.752141632264138
19.496,32.2331,69.053,0.6752407,O=C(NCC1CCCC1)C1CC(c2cccnc2)N(C2CCNC2)C1c1ccncc1,1,c1ccncc1C1N([*])C(c2ccncc2)C(C(=O)N[*])C1,C1C(*)CNC1|C1C(C*)CCC1,O=C(NCC1CCCC1)C1CC(c2cccnc2)N(C2CCNC2)C1c1ccncc1,0.878094,8.0353,0.0,4.0,0.752216,0.7522,0.0564439,3.938,0.9999424,419.573,0.9653086,31.0,0.999685,3.2492,0.9999998,70.15,0.5,5.0,0.5,2.0,0.1279931,6.0,0.0031523,5.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],2140,9.219343574515605
14.4122,26.3862,74.6852,0.6738088,O=CNC(=O)C1CC(c2cccnc2)N(CC2CCCNCC2)C1c1ccccc1,1,c1ccncc1C1N([*])C(c2ccccc2)C(C(=O)N[*])C1,C1NCCC(C*)CC1|C(=O)*,c1ccc(C2CCC(c3cccnc3)N2CC2CCCNCC2)cc1,0.8721128,8.062,0.0,4.0,0.7219024,0.7219,0.0486053,3.9766,0.9998779,406.53,0.9556429,30.0,0.9999503,2.8482,1.0,74.33,0.5,5.0,0.5,2.0,0.1279931,6.0,0.1279931,4.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],1359,8.669618757582178
15.6519,20.4163,80.5452,0.6730763,CC(=O)NC(=O)C1CC(c2cccnc2)N(CC2CCNCC2)C1c1ccncc1,1,c1ccncc1C1N([*])C(c2ccncc2)C(C(=O)N[*])C1,C1(C*)CCNCC1|C(*)(=O)C,c1cncc(C2CCC(c3ccncc3)N2CC2CCNCC2)c1,0.8816651,8.0188,1e-05,3.0,0.7905379,0.7905,0.0764907,3.8585,0.9998846,407.518,0.9556429,30.0,0.9996738,2.2432,0.9999965,87.22,0.1279931,6.0,0.5,2.0,0.3453354,5.0,0.1279931,4.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],369,9.576349769692674
14.244,26.4434,74.4015,0.6722992,O=C(NCC1CCNC1)C1CC(c2cccnc2)N(CC2CC2)C1c1ccncc1,1,c1ccncc1C1N([*])C(c2ccncc2)C(C(=O)N[*])C1,C(*)C1CC1|C1NCCC1C*,O=C(NCC1CCNC1)C1CC(c2cccnc2)N(CC2CC2)C1c1ccncc1,0.8802683,8.0253,0.0,4.0,0.7412653,0.7413,0.0528099,3.9552,0.9998708,405.546,0.9556429,30.0,0.9999632,2.7166,0.9999998,70.15,0.5,5.0,0.5,2.0,0.0392398,7.0,0.0031523,5.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],1496,9.434089673230412
15.5354,29.8507,70.9254,0.6718404,CN1C(c2cccnc2)CC(C(=O)NC(=O)CC2CCCNCC2)C1c1ccncc1,1,c1ccncc1C1N([*])C(c2ccncc2)C(C(=O)N[*])C1,C*|C1C(CC(*)=O)CCNCC1,O=C(CC1CCCNCC1)NC(=O)C1CC(c2cccnc2)NC1c1ccncc1,0.8816559,8.0188,0.0,4.0,0.771832,0.7718,0.0628893,3.9099,0.9999485,421.545,0.9653086,31.0,0.9999459,2.6333,0.9999965,87.22,0.1279931,6.0,0.5,2.0,0.3453354,5.0,0.1279931,4.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],2076,9.576349769692674
15.871,32.307,68.3978,0.6713657,CN1CCC(CNC(=O)C2CC(c3ccccc3)N(C3CCNCC3)C2c2cccnc2)C1,1,c1ccccc1C1N([*])C(c2cccnc2)C(C(=O)N[*])C1,C1CNCCC1*|C1C(C*)CCN1C,O=C(NCC1CCNC1)C1CC(c2ccccc2)N(C2CCNCC2)C1c1cccnc1,0.8712974,8.0656,0.0,4.0,0.7129766,0.713,0.0753863,3.8624,0.9998449,447.627,0.955643,33.0,0.9998973,3.0058,0.9999918,60.5,0.5,5.0,0.5,2.0,0.1279931,6.0,0.0031523,5.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],146,8.598050666611746
13.8406,27.0789,73.6174,0.6713085,CC(=O)NC(=O)C1CC(c2cccnc2)N(CC2CCCNCC2)C1c1ccncc1,1,c1ccncc1C1N([*])C(c2ccncc2)C(C(=O)N[*])C1,C1C(C*)CCNCC1|CC(=O)*,c1cncc(C2CCC(c3ccncc3)N2CC2CCCNCC2)c1,0.8833033,8.0111,0.0,4.0,0.771832,0.7718,0.0457179,3.9923,0.9999485,421.545,0.9653086,31.0,0.9999459,2.6333,0.9999965,87.22,0.1279931,6.0,0.5,2.0,0.3453354,5.0,0.1279931,4.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],302,9.747651639013169
17.792,27.115,73.3029,0.6694522,CN1CCNCCC1CNC(=O)C1CC(c2cccnc2)N(C)C1c1ccncc1,1,c1ccncc1C1N([*])C(c2ccncc2)C(C(=O)N[*])C1,*C|C1CC(C*)N(C)CCN1,O=C(NCC1CCNCCN1)C1CC(c2cccnc2)NC1c1ccncc1,0.8794463,8.0291,0.0,4.0,0.7833803,0.7834,0.0476787,3.9815,0.9998913,408.55,0.9556429,30.0,0.9942942,1.6206,1.0,73.39,0.1279931,6.0,0.5,2.0,0.3453354,5.0,0.1279931,4.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],889,9.351903138266579
12.8195,21.5459,78.6756,0.6681436,O=CN1C(c2cccnc2)CC(C(=O)NCC2CCNCC2)C1c1ccncc1,1,c1ccncc1C1N([*])C(c2ccncc2)C(C(=O)N[*])C1,C(=O)*|C1CNCCC1C*,O=C(NCC1CCNCC1)C1CC(c2cccnc2)NC1c1ccncc1,0.8565149,8.1271,1e-05,3.0,0.7317132,0.7317,0.0697275,3.8829,0.9997414,393.491,0.9434421,29.0,0.9980369,1.8531,0.9999965,87.22,0.5,5.0,0.5,2.0,0.1279931,6.0,0.1279931,4.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],1856,7.462769020181435
15.2754,15.6398,84.4152,0.6670331,CS(=O)(=O)NC(=O)C1CC(c2ccccc2)N(CC2CCNCC2)C1c1ccncc1,1,c1ccccc1C1N([*])C(c2ccncc2)C(C(=O)N[*])C1,C1C(C*)CCNC1|O=S(=O)(C)*,c1ccc(C2CCC(c3ccncc3)N2CC2CCNCC2)cc1,0.8826351,8.0142,1e-05,3.0,0.7131681,0.7132,0.1134947,3.7521,0.9998839,442.585,0.9653086,31.0,0.9997,2.2613,0.9999829,91.4,0.1279931,6.0,0.5,2.0,0.1279931,6.0,0.1279931,4.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],475,9.678320504881585
14.9356,29.8488,70.1681,0.6667797,O=C(NCC1CC1)C1CC(c2cccnc2)N(C2CCNCC2)C1c1ccncc1,1,c1ccncc1C1N([*])C(c2ccncc2)C(C(=O)N[*])C1,C1(*)CCNCC1|C1CC1C*,O=C(NCC1CC1)C1CC(c2cccnc2)N(C2CCNCC2)C1c1ccncc1,0.8493,8.1552,1e-05,3.0,0.773416,0.7734,0.1082079,3.7653,0.9998708,405.546,0.9556429,30.0,0.9999477,2.8591,0.9999998,70.15,0.5,5.0,0.5,2.0,0.1279931,6.0,0.0031523,5.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],529,6.99519781051212
14.0157,15.353,84.5178,0.6658056,CS(=O)(=O)NC(=O)C1CC(c2ccccc2)N(CC2CCNCC2)C1c1cccnc1,1,c1ccccc1C1N([*])C(c2cccnc2)C(C(=O)N[*])C1,C1C(C*)CCNC1|*S(=O)(C)=O,c1ccc(C2CCC(c3cccnc3)N2CC2CCNCC2)cc1,0.8791291,8.0306,1e-05,3.0,0.7131681,0.7132,0.1177142,3.7421,0.9998839,442.585,0.9653086,31.0,0.9997,2.2613,0.9999829,91.4,0.1279931,6.0,0.5,2.0,0.1279931,6.0,0.1279931,4.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],443,9.319658525658426
15.5948,18.5776,81.2251,0.6653516,CCCN1C(c2cccnc2)CC(C(=O)NCC2CCNCC2)C1c1ccncc1,1,c1ccncc1C1N([*])C(c2ccncc2)C(C(=O)N[*])C1,*CCC|C1NCCC(C*)C1,O=C(NCC1CCNCC1)C1CC(c2cccnc2)NC1c1ccncc1,0.8466195,8.1653,1e-05,3.0,0.738059,0.7381,0.1115572,3.7569,0.999885,407.562,0.9556429,30.0,0.9998366,3.1067,0.9999998,70.15,0.5,5.0,0.5,2.0,0.0392398,7.0,0.1279931,4.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],1437,6.834393809860214
10.7265,14.9393,84.7659,0.6647009,CS(=O)(=O)NC(=O)C1CC(c2ccccc2)N(CC2CCNCC2)C1c1cccs1,1,c1ccccc1C1N([*])C(c2sccc2)C(C(=O)N[*])C1,C1CNCCC1C*|CS(=O)(=O)*,c1ccc(C2CCC(c3cccs3)N2CC2CCNCC2)cc1,0.8799363,8.0268,1e-05,3.0,0.7119377,0.7119,0.1061026,3.7706,0.9998449,447.626,0.9556429,30.0,0.9999283,2.9278,0.9999999,78.51,0.1279931,6.0,0.5,2.0,0.1279931,6.0,0.1279931,4.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],167,9.401561688035704
15.9284,30.9817,68.6878,0.6644628,O=C(NC(=O)N1CCCC1)C1CC(c2cccnc2)N(CC2CCNCC2)C1c1ccncc1,1,c1ccncc1C1N([*])C(c2ccncc2)C(C(=O)N[*])C1,C1NCCC(C*)C1|*C(N1CCCC1)=O,O=C(NC(=O)N1CCCC1)C1CC(c2cccnc2)N(CC2CCNCC2)C1c1ccncc1,0.8810258,8.0218,1e-05,3.0,0.7102009,0.7102,0.0703197,3.8807,0.9996329,462.598,0.9434421,34.0,0.9999332,2.9125,0.9999881,90.46,0.1279931,6.0,0.5,2.0,0.3453354,5.0,0.0031523,5.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],956,9.510426641573906
18.2697,32.7372,66.915,0.6643484,O=C(NCC1CCC1)C1CC(c2cccnc2)N(C2CCCNCC2)C1c1ccncc1,1,c1ccncc1C1N([*])C(c2ccncc2)C(C(=O)N[*])C1,N1CCC(*)CCC1|C1CC(C*)C1,O=C(NCC1CCC1)C1CC(c2cccnc2)N(C2CCCNCC2)C1c1ccncc1,0.8546804,8.1343,0.0,4.0,0.7279123,0.7279,0.0632443,3.9085,0.9999308,433.6,0.9653086,32.0,0.9981043,3.6393,0.9999998,70.15,0.5,5.0,0.5,2.0,0.1279931,6.0,0.0031523,5.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],195,7.340066591560422
14.9864,28.0783,71.5166,0.6639662,CC(=O)NC(=O)C1CC(c2cccnc2)N(C(=O)CCC2CCNCC2)C1c1ccncc1,1,c1ccncc1C1N([*])C(c2ccncc2)C(C(=O)N[*])C1,C1CNCCC1CCC(=O)*|CC(=O)*,O=C(CCC1CCNCC1)N1C(c2ccncc2)CCC1c1cccnc1,0.8837629,8.0089,1e-05,3.0,0.7024256,0.7024,0.0797682,3.8474,0.9998267,449.555,0.955643,33.0,0.9999206,2.55,0.9975978,104.29,0.1279931,6.0,0.5,2.0,0.1279931,6.0,0.1279931,4.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],663,9.79715547280385
17.6888,25.9766,73.5937,0.6638017,CN1C(c2cccnc2)CC(C(=O)NC(=O)CCC2CCCNCC2)C1c1ccncc1,1,c1ccncc1C1N([*])C(c2ccncc2)C(C(=O)N[*])C1,C*|C1CCNCCC1CCC(=O)*,O=C(CCC1CCCNCC1)NC(=O)C1CC(c2cccnc2)NC1c1ccncc1,0.8822759,8.0159,0.0,4.0,0.7253379,0.7253,0.0639323,3.9056,0.9999225,435.572,0.9653086,32.0,0.9998887,3.0234,0.9999965,87.22,0.1279931,6.0,0.5,2.0,0.1279931,6.0,0.1279931,4.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[],[],[],[],274,9.640509790107467
