Alcohol,Amine,Amide,Ester,Ether,Ketone,Halogen,Aromatic_N,Sulfone,Nitro,SMILES
0,0,3,0,0,3,0,4,0,0,Cc1cccc(C2CC(C(=O)NC(=O)c3snnc3C)C(c3ccccc3)N2C(=O)c2ccncn2)c1
0,0,3,0,0,3,0,1,0,0,Cc1cccc(C2CC(C(=O)NC(=O)c3ccccn3)C(c3ccccc3)N2C(=O)c2ccc(C)s2)c1
0,0,3,0,0,3,0,3,0,0,Cc1cccc(C2CC(C(=O)NC(=O)c3nc(C)sc3C)C(c3ccccc3)N2C(=O)c2cc(C)n(C)n2)c1
0,0,3,0,0,3,0,4,0,0,Cc1cccc(C2CC(C(=O)NC(=O)c3cncn3C)C(c3ccccc3)N2C(=O)c2cnc(C)cn2)c1
0,0,2,0,0,2,0,3,0,0,Cc1cccc(C2CC(C(=O)NC(=O)c3coc(C)n3)C(c3ccccc3)N2Cc2cnccn2)c1
0,0,2,0,2,2,0,2,0,0,COc1cccc(OCCN2C(c3cccc(C)c3)CC(C(=O)NC(=O)c3cn(C)c4c(C)cccc34)C2c2ccccc2)n1
0,0,3,0,0,3,0,2,0,0,Cc1cccc(C2CC(C(=O)NC(=O)c3cnc(C)cn3)C(c3ccccc3)N2C(=O)c2ccoc2)c1
0,0,2,0,0,2,0,2,0,0,Cc1cccc(C2CC(C(=O)NC(=O)c3cnc(C)cc3C)C(c3ccccc3)N2Cc2cccc(C)n2)c1
0,0,3,0,0,3,1,0,0,0,Cc1cccc(C2CC(C(=O)NC(=O)CC(C)C)C(c3ccccc3)N2C(=O)c2cccc(F)c2C)c1
0,0,3,0,0,3,0,3,0,0,Cc1cccc(C2CC(C(=O)NC(=O)c3c(C)c(C)nn3C)C(c3ccccc3)N2C(=O)c2conc2C)c1
0,0,3,0,0,3,0,2,0,0,Cc1cccc(C2CC(C(=O)NC(=O)c3sccc3C)C(c3ccccc3)N2C(=O)c2cnc(C)nc2)c1
0,0,3,0,2,3,0,2,0,0,Cc1cccc(C2CC(C(=O)NC(=O)C3CCCO3)C(c3ccccc3)N2C(=O)COc2ncccn2)c1
0,0,2,0,0,2,0,2,0,0,Cc1cccc(C2CC(C(=O)NC(=O)c3ccco3)C(c3ccccc3)N2Cc2ccnc(C)n2)c1
0,0,3,0,1,3,0,1,0,0,COCC(=O)N1C(c2cccc(C)c2)CC(C(=O)NC(=O)c2scnc2C)C1c1ccccc1
0,0,3,0,2,3,0,2,0,0,COc1ncc(C(=O)N2C(c3cccc(C)c3)CC(C(=O)NC(=O)Cc3cccs3)C2c2ccccc2)c(OC)n1
0,0,3,0,0,3,0,0,0,0,CC(=O)NC(=O)C1CC(c2cccc(C)c2)N(C(=O)c2ccc(C#N)cc2)C1c1ccccc1
0,0,2,0,0,2,0,4,0,0,CC(=O)NC(=O)C1CC(c2cccc(C)c2)N(Cc2nnnn2C)C1c1ccccc1
0,0,3,0,1,3,0,1,0,0,Cc1cccc(C2CC(C(=O)NC(=O)c3cc(C)cs3)C(c3ccccc3)N2C(=O)COc2cccnc2)c1
0,0,2,0,0,2,0,1,0,0,Cc1cccc(C2CC(C(=O)NC(=O)c3sc(C)nc3C)C(c3ccccc3)N2Cc2cccs2)c1
0,0,2,0,0,2,0,5,0,0,Cc1cccc(C2CC(C(=O)NC(=O)c3cc(C)nn3C)C(c3ccccc3)N2Cc2ncnn2C)c1
0,0,1,0,1,1,0,2,0,0,CNC(=O)C1CC(c2cccc(C)c2)N(Cc2cnc(OC)nc2)C1c1ccccc1
0,0,3,0,0,1,0,2,0,0,CCNC(=O)NC(=O)C1CC(c2cccc(C)c2)N(Cc2nc(C)cc(C)n2)C1c1ccccc1
0,0,2,0,0,2,0,4,0,0,Cc1cccc(C2CC(C(=O)NC(=O)c3cnc(C)nc3)C(c3ccccc3)N2Cc2cnc(C)cn2)c1
0,0,2,0,0,2,0,3,0,0,Cc1cccc(C2CC(C(=O)NC(=O)CCc3ccnc(C)c3)C(c3ccccc3)N2Cc2cnc(C)cn2)c1
0,0,3,0,0,3,0,2,0,0,Cc1cccc(C2CC(C(=O)NC(=O)C3CCCC3)C(c3ccccc3)N2C(=O)c2ccnnc2)c1
0,0,3,0,0,1,0,1,0,0,CCNC(=O)NC(=O)C1CC(c2cccc(C)c2)N(Cc2cccnc2)C1c1ccccc1
0,0,2,0,0,2,3,5,0,0,Cc1cccc(C2CC(C(=O)NC(=O)c3cn[nH]c3)C(c3ccccc3)N2c2ncnc(C(F)(F)F)n2)c1
0,0,2,0,0,2,0,5,0,0,Cc1cccc(C2CC(C(=O)NC(=O)c3cncs3)C(c3ccccc3)N2Cc2nnn(C)n2)c1
0,1,3,0,0,3,0,3,0,0,CCn1cc(C(=O)N2C(c3cccc4ccccc34)CC(C(=O)NC(=O)CNCCc3cscn3)C2c2ccccc2)c(C)n1
0,0,3,0,0,3,0,4,0,0,O=C(NC(=O)C1CC(c2cccc3ccccc23)N(C(=O)c2cscn2)C1c1ccccc1)c1ncn[nH]1
0,0,3,0,0,1,0,4,0,0,C=CCn1c(C)nnc1CN1C(c2cccc3ccccc23)CC(C(=O)NC(=O)NCc2cocn2)C1c1ccccc1
0,1,3,0,0,3,0,4,0,0,O=C(CNCc1cccnc1)NC(=O)C1CC(c2cccc3ccccc23)N(C(=O)CCn2cncn2)C1c1ccccc1
0,0,4,1,2,5,0,0,0,0,CC(=O)NC(=O)C1CC(c2cccc3ccccc23)N(C(=O)C2CC(=O)OC2COc2cccc(N3CCCCC3=O)c2)C1c1ccccc1
0,0,2,0,0,2,1,4,0,0,O=C(NC(=O)C1CC(c2cccc3ccccc23)N(Cc2ccc(-c3ncn[nH]3)nc2)C1c1ccccc1)c1ccc(F)cc1
0,0,1,0,0,1,0,2,1,0,Cn1cncc1CN1C(c2cccc3ccccc23)CC(C(=O)NS(C)(=O)=O)C1c1ccccc1
0,0,2,0,2,2,0,1,0,0,COc1cc(OC)cc(C(=O)NC(=O)C2CC(c3cccc4ccccc34)N(Cc3cc(C)on3)C2c2ccccc2)c1
0,0,2,0,0,2,1,0,0,0,O=C(CN1CCCC1CF)NC(=O)C1CC(c2cccc3ccccc23)N(Cc2cccs2)C1c1ccccc1
0,0,4,0,0,4,0,1,0,0,Cc1ccc(C(=O)NC(=O)C2CC(c3cccc4ccccc34)N(C(=O)C3CCC(=O)N(C)C3)C2c2ccccc2)c(C)n1
0,0,3,0,0,3,0,1,0,0,Cc1noc(C)c1CC(=O)NC(=O)C1CC(c2cccc3ccccc23)N(C(=O)C2CCCCC2)C1c1ccccc1
0,0,3,0,0,3,0,0,0,0,Cc1ccc(C)c(CC(=O)NC(=O)C2CC(c3cccc4ccccc34)N(C(=O)CC3CCCCC3)C2c2ccccc2)c1
0,0,2,0,0,2,1,3,0,0,CSc1ncc(C)c(CN2C(c3cccc4ccccc34)CC(C(=O)NC(=O)c3cncc(Cl)c3)C2c2ccccc2)n1
0,0,2,0,1,2,0,3,0,0,COCC(=O)NC(=O)C1CC(c2cccc3ccccc23)N(Cc2n[nH]c(C)n2)C1c1ccccc1
0,0,3,0,0,3,2,4,0,0,Cn1nnnc1C(=O)N1C(c2cccc3ccccc23)CC(C(=O)NC(=O)c2c(F)cccc2Cl)C1c1ccccc1
0,0,2,0,1,2,0,2,0,0,COc1nnc(CN2C(c3cccc4ccccc34)CC(C(=O)NC(=O)c3ccc(C)c(C)c3)C2c2ccccc2)s1
0,1,4,0,0,2,0,4,0,0,Cc1nn(C)cc1C(=O)NC(=O)C1CC(c2cccc3ccccc23)N(C(=O)Nc2nccnc2N)C1c1ccccc1
0,0,3,0,1,3,0,3,0,0,COc1ccc(C(=O)N2C(c3cccc4ccccc34)CC(C(=O)NC(=O)c3ccnnc3)C2c2ccccc2)nc1
0,1,4,0,0,2,0,3,0,0,Cc1n[nH]nc1CC(=O)N1C(c2cccc3ccccc23)CC(C(=O)NC(=O)NC2CCNCC2)C1c1ccccc1
0,0,2,0,0,2,0,3,0,0,Cc1[nH]cnc1CN1C(c2cccc3ccccc23)CC(C(=O)NC(=O)c2nccs2)C1c1ccccc1
0,0,2,0,0,2,1,2,0,0,Cc1ccc(CN2C(c3cccc4ccccc34)CC(C(=O)NC(=O)c3cnccn3)C2c2ccccc2)cc1F
0,0,2,0,1,2,1,2,0,0,COc1cncc(CN2C(c3cccc4ccccc34)CC(C(=O)NC(=O)c3nc(C)c(Cl)s3)C2c2ccccc2)c1
0,0,3,0,0,1,0,2,0,0,C=CCNC(=O)NC(=O)C1CC(c2cccc3ccccc23)N(Cc2nc(C)ncc2C)C1c1ccccc1
0,0,2,0,0,2,0,2,0,0,Cc1ccc(CN2C(c3cccc4ccccc34)CC(C(=O)NC(=O)c3csnn3)C2c2ccccc2)cc1
0,0,2,0,0,2,0,1,0,0,O=C(NC(=O)C1CC(c2cccc3ccccc23)N(Cc2ccoc2)C1c1ccccc1)c1cscn1
0,0,2,0,1,2,0,1,0,0,O=C(Cc1cccs1)NC(=O)C1CC(c2cccc3ccccc23)N(CCOCc2ccccn2)C1c1ccccc1
0,0,2,0,0,2,0,1,0,0,Cc1ccc(CN2C(c3cccc4ccccc34)CC(C(=O)NC(=O)C3CC=CC3)C2c2ccccc2)cn1
0,0,3,0,0,3,0,2,0,0,CCn1cc(C(=O)NC(=O)C2CC(c3cccc4ccccc34)N(C(=O)c3c(C)cccc3C)C2c2ccccc2)cn1
0,0,2,0,0,2,0,2,0,0,O=C(NC(=O)C1CC(c2cccc3ccccc23)N(Cc2ccncc2)C1c1ccccc1)c1cncs1
1,0,2,0,0,3,0,5,0,0,Cc1nnnn1CCCN1C(c2cccc3ccccc23)CC(C(=O)NC(=O)c2cc(C(=O)O)ccn2)C1c1ccccc1
0,0,3,0,0,3,0,3,0,0,Cc1cc(C)c(C(=O)N2C(c3ccccc3)CC(C(=O)NC(=O)c3cnccn3)C2c2ccc(-c3ccccc3)cc2)[nH]1
0,0,3,0,0,3,0,1,0,0,O=C(NC(=O)C1CC(c2ccccc2)N(C(=O)c2ccco2)C1c1ccc(-c2ccccc2)cc1)c1cccnc1
0,0,2,0,0,2,1,0,0,0,Cc1ccc(CN2C(c3ccccc3)CC(C(=O)NC(=O)Cc3ccccc3C)C2c2ccc(-c3cccc(F)c3)cc2)o1
0,0,2,0,0,2,0,2,0,0,Cc1ccc(C2C(C(=O)NC(=O)c3ccncc3)CC(c3ccccc3)N2Cc2cccnc2)cc1
0,0,2,0,0,2,0,2,0,0,O=C(NC(=O)C1CC(c2ccccc2)N(Cc2cnccn2)C1c1ccc(-c2ccccc2)cc1)c1cccs1
0,0,2,0,0,2,0,1,0,0,CC(C(=O)NC(=O)C1CC(c2ccccc2)N(CCCN2CCCCC2)C1c1ccc(-c2cccnc2)cc1)c1cccs1
0,0,2,0,0,2,1,3,0,0,Cc1ccc(C2C(C(=O)NC(=O)Cc3ccccc3C)CC(c3ccccc3)N2CCn2cnnc2-c2cccc(F)c2)cc1
0,0,2,0,0,2,0,3,0,0,Cc1noc(C)c1-c1ccc(C2C(C(=O)NC(=O)c3ccco3)CC(c3ccccc3)N2Cc2ccc3c(c2)c(C)nn3C)cc1
1,0,2,0,0,2,0,1,0,0,Cc1cc(C(=O)NC(=O)C2CC(c3ccccc3)N(CC3CCCCC3)C2c2ccc(-c3ccccn3)cc2)c(C)cc1O
0,0,2,0,1,2,0,4,0,0,Cc1cc(C(=O)NC(=O)C2CC(c3ccccc3)N(Cc3ccc(=O)n(CC4CCCO4)n3)C2c2ccc(-c3ccccc3)cc2)nn1C
0,0,2,0,0,2,0,0,0,0,Cc1ccc(CN2C(c3ccccc3)CC(C(=O)NC(=O)c3ccc(C)cc3)C2c2ccc(N3CCN(C)CC3)cc2)cc1
0,0,3,0,0,3,0,2,0,0,Cc1cnc(C)c(N2C(c3ccccc3)CC(C(=O)NC(=O)C3CCC3C(N)=O)C2c2ccc(-c3ccccc3)cc2)n1
0,0,3,0,0,3,1,1,0,0,O=C(NC(=O)C1CC(c2ccccc2)N(C(=O)CF)C1c1ccc(-c2ccco2)cc1)c1ccccn1
0,0,3,0,0,3,0,1,0,0,CCc1ccc(C2C(C(=O)NC(=O)c3ccco3)CC(c3ccccc3)N2C(=O)c2ccccn2)cc1
0,0,3,0,1,3,0,1,0,0,COCC(=O)N1C(c2ccccc2)CC(C(=O)NC(=O)c2ccno2)C1c1ccc(-c2ccoc2)cc1
0,0,1,0,0,1,0,0,1,0,CCS(=O)(=O)N1C(c2ccccc2)CC(C(=O)NCc2ccco2)C1c1ccc(-c2ccco2)cc1
0,0,2,0,0,2,0,1,0,0,CCC(=O)NC(=O)C1CC(c2ccccc2)N(Cc2cccnc2)C1c1ccc(-c2ccccc2)cc1
0,0,2,0,0,2,0,0,0,0,Cc1ccc(C2C(C(=O)NC(=O)c3ccco3)CC(c3ccccc3)N2Cc2ccoc2)cc1
0,0,2,0,1,2,0,0,0,0,COc1ccccc1CN1C(c2ccccc2)CC(C(=O)NC(=O)c2cc(C)cs2)C1c1ccc(-c2ccoc2)cc1
0,0,3,0,1,3,2,2,0,0,Cc1nonc1-c1ccc(C2C(C(=O)NC(=O)c3cc(F)ccc3F)CC(c3ccccc3)N2C(=O)COc2ccccc2)cc1
0,0,2,0,0,2,0,3,0,0,Cc1occc1C(=O)NC(=O)C1CC(c2ccccc2)N(c2cccnn2)C1c1ccc(-c2ccccn2)cc1
0,0,2,0,0,2,1,2,0,0,Cc1ccc(N2C(c3ccccc3)CC(C(=O)NC(=O)c3ccncc3)C2c2ccc(-c3cccc(F)c3)cc2)nc1
0,0,2,0,1,2,0,0,0,0,COc1ccccc1CN1C(c2ccccc2)CC(C(=O)NC(=O)c2cccs2)C1c1ccc(-c2ccccc2)cc1
0,0,2,0,1,2,0,1,0,0,O=C(NC(=O)C1CC(c2ccccc2)N(CCOCc2ccccc2)C1c1ccc(-c2ccccc2)cc1)c1cccnc1
0,0,2,0,0,2,0,4,0,0,Cc1ccc(C)n1CCCC(=O)NC(=O)C1CC(c2ccccc2)N(CCCc2ccccn2)C1c1ccc(-c2cncnc2)cc1
0,0,2,0,0,2,0,5,0,0,Cc1ncc(C(=O)NC(=O)C2CC(c3ccccc3)N(CCCn3ccnn3)C2c2ccc(-c3ccccc3)cc2)cn1
0,0,2,0,0,2,1,1,0,0,O=C(NC(=O)C1CC(c2ccccc2)N(Cc2cccnc2)C1c1ccc(-c2cccc(F)c2)cc1)c1ccco1
0,0,2,0,0,2,0,4,0,0,Cc1nnsc1C(=O)NC(=O)C1CC(c2ccccc2)N(c2cncnc2)C1c1ccc(-c2ccoc2)cc1
0,0,3,0,0,1,0,3,0,0,Cn1cc(CNC(=O)NC(=O)C2CC(c3ccccc3)N(CCn3ccnc3)C2c2ccc(-c3ccccc3)cc2)c2ccccc21
0,0,2,0,0,2,0,3,0,0,C#Cc1ccc(C2C(C(=O)NC(=O)c3cccnc3)CC(c3ccccc3)N2Cc2cncnc2)cc1
0,0,3,0,0,3,0,3,0,0,CCC(=O)NC(=O)C1CC(c2ccccc2)N(C(=O)c2cncs2)C1c1ccc(-c2ncon2)cc1
0,1,3,0,0,3,0,2,0,0,CCc1ccc(C2C(C(=O)NC(=O)C3CCC(NC)CC3)CC(c3ccccc3)N2C(=O)c2snnc2C)cc1
0,0,2,1,1,1,0,2,0,0,COC(=O)NC(=O)C1CC(c2ccccc2)N(Cc2nnsc2SC)C1c1cccc2ccccc12
0,0,2,0,0,2,0,3,0,0,Cc1nnsc1C(=O)NC(=O)C1CC(c2ccccc2)N(Cc2cscn2)C1c1cccc2ccccc12
0,0,3,0,0,3,0,0,0,0,CSCC(=O)N1C(c2ccccc2)CC(C(=O)NC(=O)CCCc2ccc(C)o2)C1c1cccc2ccccc12
0,0,3,0,1,3,0,1,0,0,COCCCC(=O)N1C(c2ccccc2)CC(C(=O)NC(=O)c2cc(C)on2)C1c1cccc2ccccc12
0,0,1,0,0,1,0,3,0,0,Cc1cncc(-c2ccnc(CN3C(c4ccccc4)CC(C(=O)NCc4csc(C)n4)C3c3cccc4ccccc34)c2)c1
0,0,2,0,0,2,0,4,0,0,Cc1cccc(C(=O)NC(=O)C2CC(c3ccccc3)N(Cc3ccn(-c4ncccn4)n3)C2c2cccc3ccccc23)c1
0,0,2,0,0,2,0,1,0,0,CC(C)CCN1CCc2ccncc2C1C(=O)NC(=O)C1CC(c2ccccc2)N(C)C1c1cccc2ccccc12
0,1,4,0,0,2,0,0,0,0,C=CCNC(=O)NC(=O)C1CC(c2ccccc2)N(C(=O)C2CCC(NCC)CC2)C1c1cccc2ccccc12
0,0,2,0,0,2,0,3,0,0,Cc1ccc(C(=O)NC(=O)C2CC(c3ccccc3)N(Cc3nccn3C3CCC3)C2c2cccc3ccccc23)cn1
0,0,3,0,0,1,0,3,0,0,CNC(=O)NC(=O)C1CC(c2ccccc2)N(c2ncnc(C)n2)C1c1cccc2ccccc12
0,0,2,0,1,2,0,3,0,0,COc1cc(C)cc(C)c1C(=O)NC(=O)C1CC(c2ccccc2)N(Cc2nc(C)nn2C)C1c1cccc2ccccc12
0,0,1,0,1,1,0,2,0,0,Cc1cc(C)nc(NC(=O)C2CC(c3ccccc3)N(Cc3cccc(OCCN(C)C)c3)C2c2cccc3ccccc23)n1
0,0,3,1,2,2,0,0,0,0,Cc1ccc(OC(=O)NC(=O)C2CC(c3ccccc3)N(C(=O)C3CCOCC3)C2c2cccc3ccccc23)cc1
0,0,3,0,0,3,0,2,0,0,Cc1nc(C(=O)NC(=O)C2CC(c3ccccc3)N(C(=O)c3cccnc3C)C2c2cccc3ccccc23)cs1
0,0,4,0,2,2,0,0,0,0,CNC(=O)NC(=O)C1CC(c2ccccc2)N(C(=O)CCOc2ccc(OC)cc2)C1c1cccc2ccccc12
0,0,2,0,0,2,0,3,0,0,Cc1cc(C(=O)NC(=O)C2CC(c3ccccc3)N(c3ccnnn3)C2c2cccc3ccccc23)cs1
0,0,2,0,0,2,0,5,0,0,Cc1cnc(CN2C(c3ccccc3)CC(C(=O)NC(=O)c3nnc(C)n3C)C2c2cccc3ccccc23)cn1
0,0,2,0,0,2,0,5,0,0,CC(=O)NC(=O)C1CC(c2ccccc2)N(Cc2nc(CCCn3cccn3)n[nH]2)C1c1cccc2ccccc12
0,0,2,0,0,2,0,2,0,0,Cc1cc(C(=O)NC(=O)C2CC(c3ccccc3)N(Cc3sc(C)nc3C)C2c2cccc3ccccc23)no1
0,0,2,0,0,2,0,2,0,0,Cc1cc(C(=O)NC(=O)C2CC(c3ccccc3)N(Cc3cccnc3)C2c2cccc3ccccc23)on1
0,0,2,0,0,2,0,3,0,0,Cc1cc[nH]c1C(=O)NC(=O)C1CC(c2ccccc2)N(Cc2cnccn2)C1c1cccc2ccccc12
0,0,2,0,0,2,0,1,0,0,CC(=O)NC(=O)C1CC(c2ccccc2)N(Cc2ncoc2C)C1c1cccc2ccccc12
0,0,2,0,1,2,0,2,0,0,Cc1ncc(CN2C(c3ccccc3)CC(C(=O)NC(=O)CN3CCOCC3)C2c2cccc3ccccc23)cn1
0,0,2,0,0,2,0,2,0,0,Cc1cccc(C(=O)NC(=O)C2CC(c3ccccc3)N(Cc3cc(C)nn3C)C2c2cccc3ccccc23)c1
0,0,2,0,0,2,0,1,0,0,O=C(NC(=O)C1CC(c2ccccc2)N(Cc2ccccn2)C1c1cccc2ccccc12)C1CCCCC1
0,0,3,0,0,3,0,3,0,0,Cn1cccc1C(=O)NC(=O)C1CC(c2ccccc2)N(C(=O)c2cnc3ccccc3n2)C1c1cccc2ccccc12
0,0,2,0,0,2,0,4,0,0,O=C(NC(=O)C1CC(c2ccccc2)N(Cc2cnccn2)C1c1cccc2ccccc12)c1cnccn1
0,0,3,0,0,3,0,2,0,0,O=C1CCC(CC(=O)NC(=O)C2CC(c3ccccc3)N(Cc3ncon3)C2c2cccc3ccccc23)=NN1
0,0,2,0,0,2,1,3,0,0,O=C(NC(=O)C1CC(c2ccccc2)N(CCCn2ccnn2)C1c1cccc2ccccc12)c1ccccc1F
0,0,2,0,0,2,0,1,0,0,Cc1cc(C)cc(C(=O)NC(=O)C2CC(c3ccccc3)N(Cc3nccs3)C2c2cccc3ccccc23)c1
0,0,1,0,0,1,0,4,0,0,Cc1cc(CNC(=O)C2CC(c3ccccc3)N(Cc3cnn(C)c3)C2c2cccc3ccccc23)n(C)n1
0,0,2,0,0,2,0,1,0,0,CC(C)CC(=O)NC(=O)C1CC(c2ccccc2)N(Cc2nccs2)C1c1cccc2ccccc12
0,0,3,0,0,3,2,1,0,0,O=C(NC(=O)C1CC(c2ccccc2)N(C(=O)c2ccncc2F)C1c1ccccc1)c1ccc(Cl)cc1
0,0,3,0,2,3,0,1,0,0,CNC(=O)c1ncsc1C(=O)NC(=O)C1CC(c2ccccc2)N(CC2COCCO2)C1c1ccccc1
0,0,2,0,0,2,0,3,0,0,Cc1cc(C)cc(C(=O)NC(=O)C2CC(c3ccccc3)N(Cc3nc(C)n[nH]3)C2c2ccccc2)c1
0,0,2,0,0,1,0,6,0,0,Cc1cnc(CN2C(c3ccccc3)CC(C(=O)NC(=O)n3cnnn3)C2c2ccccc2)cn1
0,0,2,0,1,2,0,2,0,0,CC(C)Oc1ccc(C(=O)NC(=O)C2CC(c3ccccc3)N(Cc3ncccn3)C2c2ccccc2)cc1
0,0,2,0,0,2,0,5,0,0,CCn1cnc(CN2C(c3ccccc3)CC(C(=O)NC(=O)c3sc4nccnc4c3C)C2c2ccccc2)n1
0,0,3,0,1,3,0,0,0,0,COCCN1CCCC(C(=O)N2C(c3ccccc3)CC(C(=O)NC(C)=O)C2c2ccccc2)C1
0,0,2,0,2,2,0,1,0,0,CCSc1ncccc1C(=O)NC(=O)C1CC(c2ccccc2)N(CC2CCC(COCCOC)C2)C1c1ccccc1
0,0,2,0,0,2,2,0,0,0,O=C(NC(=O)C1CC(c2ccccc2)N(CC2CCCCC2)C1c1ccccc1)c1ccc(Cl)cc1F
0,0,2,0,2,2,1,1,0,0,Cc1ccc(Cl)nc1CN1C(c2ccccc2)CC(C(=O)NC(=O)c2ccc3c(c2)OCCO3)C1c1ccccc1
0,0,3,1,1,2,0,0,0,0,N#Cc1ccc(C(=O)N2C(c3ccccc3)CC(C(=O)NC(=O)OCc3ccccc3)C2c2ccccc2)cc1
0,0,3,0,1,3,0,0,0,0,Cc1ccc(C(=O)NC(=O)C2CC(c3ccccc3)N(C(=O)C(C#N)OCc3ccccc3)C2c2ccccc2)cc1
1,0,2,0,2,2,0,1,0,0,O=C(NC(=O)C1CC(c2ccccc2)N(Cc2ccc(OCCOCCO)cc2)C1c1ccccc1)c1ccccn1
0,0,2,1,1,3,0,0,0,0,COC(=O)c1cccc(CN2C(c3ccccc3)CC(C(=O)NC(=O)c3sccc3C)C2c2ccccc2)c1
0,0,3,0,0,3,0,2,0,0,Cc1cn(-c2ccc(C(=O)N3C(c4ccccc4)CC(C(=O)NC(=O)c4cccc(C#N)c4)C3c3ccccc3)cc2)cn1
0,0,2,0,1,2,0,1,0,0,COc1ccc(CN2C(c3ccccc3)CC(C(=O)NC(=O)CCN(C)C)C2c2ccccc2)cn1
0,0,2,0,0,2,0,1,0,0,Cc1nc(CN2C(c3ccccc3)CC(C(=O)NC(=O)C3CC=CCC3)C2c2ccccc2)cs1
0,0,2,0,0,2,0,2,0,0,Cc1cc(C)c(C(=O)NC(=O)C2CC(c3ccccc3)N(Cc3nc4ccccc4[nH]c3=O)C2c2ccccc2)s1
0,0,2,0,0,2,1,1,0,0,O=C(NC(=O)C1CC(c2ccccc2)N(Cc2cccnc2F)C1c1ccccc1)c1ccccc1
0,0,1,0,0,1,0,3,0,0,Cc1cc(CN2C(c3ccccc3)CC(C(=O)NCc3cc(C)no3)C2c2ccccc2)[nH]n1
0,0,2,0,0,2,0,3,0,0,Cc1ccc(CN2C(c3ccccc3)CC(C(=O)NC(=O)CCCn3cncn3)C2c2ccccc2)o1
0,0,3,0,0,3,1,3,0,0,O=C(NC(=O)C1CC(c2ccccc2)N(C(=O)c2ccc(Cl)cn2)C1c1ccccc1)c1cnccn1
0,0,3,0,1,3,2,0,0,0,COc1cc(F)cc(F)c1CN1C(c2ccccc2)CC(C(=O)NC(=O)C2CCN(C)C2=O)C1c1ccccc1
0,0,2,0,1,2,0,0,0,0,COc1cccc(CN2C(c3ccccc3)CC(C(=O)NC(C)=O)C2c2ccccc2)c1
0,1,2,0,2,2,0,2,0,0,COc1cccc(COc2ccc(CN3C(c4ccccc4)CC(C(=O)NC(=O)c4cnc(N)cn4)C3c3ccccc3)cc2)c1
0,0,2,0,0,2,0,1,0,0,CN(C)c1cccc(C(=O)NC(=O)C2CC(c3ccccc3)N(Cc3ccccc3)C2c2ccccc2)n1
0,0,2,0,0,2,0,0,0,0,CC(=O)NC(=O)C1CC(c2ccccc2)N(Cc2ccccc2)C1c1ccccc1
0,0,4,0,0,2,0,2,0,0,O=C(NC(=O)C1CC(c2ccccc2)N(Cc2ccccc2)C1c1ccccc1)Nc1ccc(CNC(=O)c2cnccn2)cc1
0,0,2,0,0,2,2,1,0,0,O=C(NC(=O)C1CC(c2ccccc2)N(Cc2ccccn2)C1c1ccccc1)c1cccc(F)c1F
0,0,2,0,0,2,0,3,0,0,Cc1cc(C(=O)NC(=O)C2CC(c3ccccc3)N(Cc3ccccn3)C2c2ccccc2)n(C)n1
0,0,2,2,2,2,0,3,0,0,C=CCOC(=O)NC(=O)C1CC(c2ccccc2)N(Cc2nc(CC(=O)OC)n(C)n2)C1c1ccccc1
0,0,2,0,0,2,0,5,0,0,CC(=O)NC(=O)C1CC(c2ccccc2)N(Cc2ccncc2-n2cnnn2)C1c1ccccc1
0,0,3,0,0,3,0,3,0,0,Cc1noc(C)c1C(=O)NC(=O)C1CC(c2ccccc2)N(C(=O)c2cccn2C)C1c1cccnc1
0,0,2,0,0,2,0,3,0,0,CCCC(=O)NC(=O)C1CC(c2ccccc2)N(Cc2ccc3nccnc3c2)C1c1cccnc1
0,1,2,0,0,2,0,2,0,0,CNCC(=O)NC(=O)C1CC(c2ccccc2)N(Cc2ncccc2C)C1c1cccnc1
0,0,2,0,0,2,0,4,0,0,Cc1cc(C(=O)NC(=O)C2CC(c3ccccc3)N(Cc3cn4ncccc4n3)C2c2cccnc2)c(C)o1
0,0,2,0,0,2,0,2,0,0,O=C(NC(=O)C1CC(c2ccccc2)N(C2CCC2)C1c1cccnc1)c1ccncc1
0,0,2,0,0,2,0,2,0,0,O=C(NC(=O)C1CC(c2ccccc2)N(CCC2CCCC2)C1c1cccnc1)c1cccnc1
0,0,3,0,0,3,0,3,0,0,O=C(NC(=O)C1CC(c2ccccc2)N(C(=O)CCCC2CCCCC2)C1c1cccnc1)c1cnccn1
0,1,3,0,0,3,2,1,0,0,O=C(NC(=O)C1CC(c2ccccc2)N(C(=O)C2CCCN2)C1c1cccnc1)c1cc(Cl)cc(Cl)c1
0,0,3,0,0,3,0,1,0,0,O=C(NC(=O)C1CC(c2ccccc2)N(CCCCN2CCCC2=O)C1c1cccnc1)c1ccco1
0,0,1,0,0,1,0,3,1,0,Cc1nc(CN2C(c3ccccc3)CC(C(=O)NS(=O)(=O)c3ccsc3)C2c2cccnc2)cn1C(C)C
0,0,2,0,0,2,0,3,0,0,Cc1ccnc(N2C(c3ccccc3)CC(C(=O)NC(=O)c3ccco3)C2c2cccnc2)n1
0,0,2,0,0,2,0,1,0,0,Cc1cc(C(=O)NC(=O)C2CC(c3ccccc3)N(CCCCN3CCC(C)CC3)C2c2cccnc2)c(C)o1
0,0,2,0,2,2,0,1,0,0,COc1ccc(CN2C(c3ccccc3)CC(C(=O)NC(=O)c3ccccc3)C2c2cccnc2)cc1OC
